approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,loss,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.032799095,0.598584,1000.0,93092.49346031001,0.8493725806474686,142,0.013300225,103,19.793743,-0.022142438,210944,1433.4033144830028,210944,0.07088532
0.03632228,0.6082519,1000.0,94209.02770822999,0.8148505836725235,146,0.013412264,104,19.742252,-0.021071557,212992,1447.3676572660333,212992,0.068967625
0.03224421,0.6051758,1000.0,96090.04310658999,0.641271322965622,142,0.028837219,105,19.713308,-0.017470736,215040,1461.7730634320178,215040,0.09261592
0.034643434,0.5987793,1000.0,96964.21330654001,0.9041762351989746,137,0.009966836,106,19.668344,-0.019994767,217088,1476.7120988810202,217088,0.0599232
0.03291586,0.6142578,1000.0,98033.97789806999,0.7945335507392883,146,0.009671614,107,19.62419,-0.021825355,219136,1490.728621739021,219136,0.06299394
0.036808275,0.62905276,1000.0,98592.80558033999,0.891973078250885,145,0.00249673,108,19.584864,-0.024067398,221184,1504.847582522023,221184,0.053128265
0.047501158,0.65458983,1000.0,99012.01484218998,0.9620536714792252,145,-0.02332966,109,19.551212,-0.034932718,223232,1518.9336554490146,223232,0.023206117
0.03854434,0.5965332,1000.0,100296.12288939,0.8272130042314529,174,-0.00431092,110,19.494928,-0.022643287,225280,1530.6584535820293,225280,0.036664736
0.040785134,0.63544923,1000.0,101101.85735524,0.9221614971756935,141,0.0018346086,111,19.45414,-0.023875358,227328,1545.1059346980182,227328,0.051419925
0.033371754,0.61191404,1000.0,101461.85475886,0.9293281137943268,139,0.008267764,112,19.41341,-0.01719745,229376,1559.7575735890423,229376,0.05093043
0.034220506,0.61757815,1000.0,102230.53149855002,0.8695777058601379,139,0.010417936,113,19.369638,-0.0203643,231424,1574.4075886760256,231424,0.061564475
0.031086454,0.6008789,1000.0,103513.12758081,0.19150179624557495,145,0.023719454,114,19.320433,-0.012886931,233472,1588.5152629280346,233472,0.073212765
0.038423605,0.60673827,1000.0,104502.48839952998,0.7360055446624756,147,0.0075368867,115,19.265472,-0.018601056,235520,1602.4410011310247,235520,0.052275877
0.042532686,0.62822264,1000.0,105318.88218835999,0.877703033387661,148,0.009032926,116,19.217274,-0.017916184,237568,1616.2139085450326,237568,0.053898223
0.02799297,0.601709,1000.0,106617.28796588,0.03400921821594238,145,0.023833033,117,19.167904,-0.015388104,239616,1630.2718476890004,239616,0.078442276
0.03963291,0.6087891,1000.0,107177.37393575002,0.9161831587553024,140,0.0036383562,118,19.089817,-0.020949949,241664,1644.8171018680441,241664,0.049176604
0.037673697,0.61191404,1000.0,108156.95769970001,0.8121339827775955,138,0.009047654,119,19.037617,-0.017493883,243712,1659.5646539090085,243712,0.053083073
0.0367595,0.6182617,1000.0,108672.24769395003,0.9109778478741646,134,0.0017574668,120,18.96053,-0.022650214,245760,1674.7932279880042,245760,0.048815362
0.032188874,0.61674803,1000.0,109422.33354923002,0.8920850902795792,142,0.005424703,121,18.927944,-0.01945534,247808,1689.1242189010372,247808,0.04976009
0.039985914,0.6207031,1000.0,110422.59294119003,0.9003707617521286,133,0.0031911142,122,18.879305,-0.02038512,249856,1704.4684670470306,249856,0.047152467
0.038042843,0.62700194,1000.0,111640.30051137002,0.5794319212436676,138,0.018346848,123,18.818447,-0.018323965,251904,1719.2367505030124,251904,0.07334163
0.035434738,0.6062988,1000.0,112589.20013799,0.09986042976379395,143,0.019275986,124,18.765682,-0.013690266,253952,1733.5337938580196,253952,0.06593249
0.039375722,0.62773436,1000.0,113774.02217648,0.8638204038143158,145,0.015162326,125,18.698416,-0.024577713,256000,1747.615304801031,256000,0.07948008
0.06358388,0.66733396,1000.0,114100.59114438001,0.9548735395073891,141,-0.026358703,126,18.61271,-0.035559617,258048,1762.055330675037,258048,0.01840184
0.042890936,0.63325197,1000.0,114913.9893916,0.9117020815610886,150,0.0019038199,127,18.572483,-0.018909523,260096,1775.6653961830307,260096,0.04162669
0.042863518,0.6260254,1000.0,115358.25960752,0.923029400408268,145,-0.00059374975,128,18.524876,-0.021657303,262144,1789.7687869410147,262144,0.042127103
0.04211451,0.619043,1000.0,116435.56179685998,0.821022555232048,145,-0.0011516064,129,18.462841,-0.022373617,264192,1803.881851573009,264192,0.042444028
0.0505297,0.6260742,1000.0,117240.34802507,0.9449216388165951,146,-0.017991971,130,18.39467,-0.027687013,266240,1817.8596471150522,266240,0.019390082
0.035913922,0.61279297,1000.0,118216.71894897001,-0.01899135112762451,143,0.019601282,131,18.336245,-0.01399785,268288,1832.1051745510194,268288,0.06719826
0.036939446,0.61220706,1000.0,119505.08132201,0.041336655616760254,180,0.01602767,132,18.276188,-0.016503697,270336,1843.44002511102,270336,0.06506273
0.043146055,0.6080078,1000.0,119071.90481756,0.9276035726070404,191,0.0017055434,133,18.221909,-0.019770462,272384,1854.1332872630446,272384,0.042952005
0.03786839,0.6239258,1000.0,119851.01748007002,0.6263955235481262,171,0.004379234,134,18.137644,-0.018180324,274432,1866.0612404390122,274432,0.045119114
0.031079706,0.59414065,1000.0,120596.41153026001,0.017810463905334473,140,0.017753579,135,18.073423,-0.015485564,276480,1880.5956086330116,276480,0.06647828
0.05745097,0.6443359,1000.0,121284.26503729999,0.965690590441227,146,-0.022110786,136,18.009245,-0.03019626,278528,1894.6078229070408,278528,0.016170952
0.03412626,0.62294924,1000.0,122101.17656133,0.13373398780822754,145,0.015132032,137,17.955935,-0.014635002,280576,1908.6908060280257,280576,0.059534054
0.04089132,0.6395508,1000.0,122940.50337704999,0.8617226779460907,144,-0.0014623185,138,17.917053,-0.022593308,282624,1922.8505378180416,282624,0.042261988
0.03782997,0.6221191,1000.0,123838.84865000998,0.12483304738998413,134,0.014862975,139,17.836878,-0.014625226,284672,1938.0427098570508,284672,0.058976404
0.056845933,0.6591309,1000.0,124889.69574539996,0.7777701914310455,131,0.014402079,140,17.778364,-0.021070862,286720,1953.5928065790213,286720,0.070945896
0.037805535,0.6382812,1000.0,125484.02718612,-0.018788576126098633,133,0.01811311,141,17.72651,-0.013615827,288768,1968.882828515023,288768,0.06345788
0.039546896,0.62475586,1000.0,126177.77216369001,0.26793956756591797,139,0.012224372,142,17.684032,-0.015264714,290816,1983.5297305569984,290816,0.054978184
0.049192164,0.63862306,1000.0,126648.55807775,0.9032201617956161,129,-0.005920606,143,17.611572,-0.027976427,292864,1999.3857195340097,292864,0.044111636
0.04183793,0.6269043,1000.0,126904.73853103998,0.8328778296709061,130,0.004088755,144,17.542503,-0.0146364095,294912,2015.0243590500322,294912,0.03745033
0.047882818,0.65239257,1000.0,127330.50287808999,0.5874874889850616,143,0.015423762,145,17.501774,-0.01674829,296960,2029.2940457980148,296960,0.06434409
0.04226031,0.64941406,1000.0,128524.59612085998,0.5751751065254211,145,0.017349398,146,17.45058,-0.01745389,299008,2043.3609655290493,299008,0.06960659
0.05305044,0.66313475,1000.0,128353.30406831998,0.9355284497141838,131,-0.004706959,147,17.425777,-0.021791827,301056,2058.9504484049976,301056,0.03416973
0.04305915,0.63911134,1000.0,128784.17255542999,0.9091515317559242,140,-0.002192792,148,17.39191,-0.0201951,303104,2073.491454168048,303104,0.036004625
0.035880424,0.61928713,1000.0,128977.96793480002,0.7601690143346786,141,0.0010491107,149,17.342575,-0.018655859,305152,2087.917762005003,305152,0.039409935
0.036339723,0.6388672,1000.0,129400.41249007,0.4066811800003052,138,0.010208817,150,17.276058,-0.016388323,307200,2102.750035647012,307200,0.053194273
0.037378825,0.6430664,1000.0,130200.00528724001,0.07660806179046631,138,0.016421678,151,17.231647,-0.012767742,309248,2117.5317336060107,309248,0.058378838
0.048461873,0.6539551,1000.0,130353.87020075001,0.8820022195577621,146,-0.00017535532,152,17.151737,-0.01823387,311296,2131.5261778880376,311296,0.036117025
0.048496295,0.6395508,1000.0,130252.48858674002,0.9223421737551689,146,-0.0020481506,153,17.113485,-0.020816462,313344,2145.530367075,313344,0.03753662
0.058272928,0.6687012,1000.0,129997.70145036,0.9728243071585894,138,-0.024937147,154,17.05914,-0.030572832,315392,2160.3001607100014,315392,0.01127138
0.035895176,0.6267578,1000.0,130643.55483410998,0.11791712045669556,140,0.016227756,155,17.011166,-0.012821699,317440,2174.9212819660315,317440,0.05809889
0.051955797,0.6617676,1000.0,130648.55923752997,0.9156471714377403,136,-0.0039686253,156,16.958076,-0.0210269,319488,2189.886004412023,319488,0.03411655
0.049227107,0.63203126,1000.0,130659.6374693,0.9071195498108864,138,-0.002399329,157,16.917252,-0.018899461,321536,2204.7166169760167,321536,0.033000268
0.039918248,0.623584,1000.0,131479.59641102,0.8121776431798935,143,0.0065787584,158,16.847319,-0.021387352,323584,2218.9776136090513,323584,0.055932224
0.047290545,0.63789064,1000.0,130986.89449581999,0.9202667251229286,148,-0.005809025,159,16.79854,-0.020298433,325632,2232.7445310170297,325632,0.02897881
0.0381877,0.6350586,1000.0,131489.64812471,0.031213998794555664,145,0.014113493,160,16.761074,-0.012894055,327680,2246.8596241870546,327680,0.054015107
0.041338652,0.63852537,1000.0,132260.09274649003,0.44675958156585693,152,0.005489036,161,16.718744,-0.01834732,329728,2260.3149314410402,329728,0.047672715
0.039647166,0.6166016,1000.0,132761.40177264,0.46269702911376953,141,0.004166725,162,16.65647,-0.015348631,331776,2274.753065932018,331776,0.039030705
0.035597645,0.62226564,1000.0,132901.77213191,0.04426223039627075,151,0.013100639,163,16.604893,-0.013551329,333824,2288.239127835026,333824,0.05330394
0.05425675,0.6605469,1000.0,132864.70357256,0.8887352645397186,146,-0.0058789775,164,16.534067,-0.024006639,335872,2302.199051132018,335872,0.036255322
0.04503112,0.6513672,1000.0,133104.58722429,0.8863446339964867,143,0.0015106564,165,16.472471,-0.013671609,337920,2316.472129730042,337920,0.030364528
0.039461453,0.6154785,1000.0,133277.01829404,-0.01627933979034424,139,0.014090913,166,16.420591,-0.012817575,339968,2331.1612945710076,339968,0.053816963
0.03429521,0.6197754,1000.0,134173.2123365,0.043548583984375,144,0.022075746,167,16.367939,-0.015791638,342016,2345.3551411550143,342016,0.07573478
0.042633064,0.6129883,1000.0,134455.26804277,0.26069778203964233,150,0.007507493,168,16.314005,-0.014242989,344064,2359.00826774101,344064,0.043500952
0.045632936,0.6287109,1000.0,134835.04866635,0.9220880642533302,147,-0.0010809172,169,16.246107,-0.015734494,346112,2372.87684782804,346112,0.029307153
0.047029052,0.64458007,1000.0,135350.77266042997,0.8239820301532745,167,0.0009756012,170,16.190493,-0.015206723,348160,2385.109444255999,348160,0.032364644
0.05158348,0.63554686,1000.0,135692.79519534,0.8773249536752701,194,-0.0042663077,171,16.121927,-0.0182988,350208,2395.665727158019,350208,0.028064985
0.033580292,0.61870116,1000.0,135896.83934782,0.06184065341949463,146,0.011304152,172,16.06695,-0.014081192,352256,2409.6048040140304,352256,0.05077069
0.03926721,0.6441406,1000.0,136113.32108567,0.02607095241546631,147,0.01168962,173,15.998484,-0.014743909,354304,2423.4801557200262,354304,0.052867062
0.045011032,0.6472656,1000.0,136687.02305577,0.5857411324977875,137,0.008600688,174,15.934756,-0.019156434,356352,2438.3552402040223,356352,0.05551424
0.057986688,0.6682617,1000.0,137175.30190351,0.9478142485022545,153,-0.019160423,175,15.887178,-0.027390499,358400,2451.680870803015,358400,0.016460156
0.043199368,0.6381836,1000.0,137593.23241393003,0.11169540882110596,148,0.011507088,176,15.822148,-0.012548327,360448,2465.5054531180067,360448,0.04811083
0.039291225,0.6437012,1000.0,138396.72251068,-0.029346466064453125,138,0.012412146,177,15.769788,-0.013785918,362496,2480.325882235018,362496,0.05239613
0.036876652,0.62875974,1000.0,138745.32974480002,-0.00644075870513916,144,0.012077605,178,15.713728,-0.013157477,364544,2494.5080493750283,364544,0.050470166
